Continente;cod continente;País;cod pais;UF;cod uf;Via;cod via;ano;Mês;cod mes;Chegadas
Europa;6;Alemanha;57;Bahia;5;Aéreo;1;2024;Novembro;11;785
Europa;6;Outros países da Europa;89;Bahia;5;Aéreo;1;2024;Novembro;11;2
Ásia;5;Arábia Saudita;38;Bahia;5;Aéreo;1;2024;Novembro;11;1
América do Sul;4;Argentina;26;Bahia;5;Aéreo;1;2024;Novembro;11;3268
Oceania;7;Austrália;90;Bahia;5;Aéreo;1;2024;Novembro;11;9
Europa;6;Áustria;58;Bahia;5;Aéreo;1;2024;Novembro;11;30
Europa;6;Bélgica;59;Bahia;5;Aéreo;1;2024;Novembro;11;147
América Central e Caribe;2;Outros países da América Central e Caribe;22;Bahia;5;Aéreo;1;2024;Novembro;11;3
Europa;6;Outros países da Europa;89;Bahia;5;Aéreo;1;2024;Novembro;11;2
América do Sul;4;Bolívia;27;Bahia;5;Aéreo;1;2024;Novembro;11;1
Europa;6;Outros países da Europa;89;Bahia;5;Aéreo;1;2024;Novembro;11;1
Europa;6;Bulgária;60;Bahia;5;Aéreo;1;2024;Novembro;11;4
África;1;Cabo Verde;3;Bahia;5;Aéreo;1;2024;Novembro;11;7
América do Norte;3;Canadá;23;Bahia;5;Aéreo;1;2024;Novembro;11;26
América do Sul;4;Chile;28;Bahia;5;Aéreo;1;2024;Novembro;11;776
Ásia;5;China;40;Bahia;5;Aéreo;1;2024;Novembro;11;9
Ásia;5;China, Hong Kong;41;Bahia;5;Aéreo;1;2024;Novembro;11;1
Ásia;5;Outros países da Ásia;56;Bahia;5;Aéreo;1;2024;Novembro;11;1
Ásia;5;Cingapura;42;Bahia;5;Aéreo;1;2024;Novembro;11;3
América do Sul;4;Colômbia;29;Bahia;5;Aéreo;1;2024;Novembro;11;13
África;1;Outros países da África;11;Bahia;5;Aéreo;1;2024;Novembro;11;1
África;1;Outros países da África;11;Bahia;5;Aéreo;1;2024;Novembro;11;2
Europa;6;Croácia;61;Bahia;5;Aéreo;1;2024;Novembro;11;5
América Central e Caribe;2;Cuba;13;Bahia;5;Aéreo;1;2024;Novembro;11;1
Europa;6;Dinamarca;62;Bahia;5;Aéreo;1;2024;Novembro;11;25
África;1;Egito;4;Bahia;5;Aéreo;1;2024;Novembro;11;3
América do Sul;4;Equador;30;Bahia;5;Aéreo;1;2024;Novembro;11;4
Europa;6;Eslováquia;63;Bahia;5;Aéreo;1;2024;Novembro;11;10
Europa;6;Eslovênia;64;Bahia;5;Aéreo;1;2024;Novembro;11;6
Europa;6;Espanha;65;Bahia;5;Aéreo;1;2024;Novembro;11;998
América do Norte;3;Estados Unidos;24;Bahia;5;Aéreo;1;2024;Novembro;11;54
Europa;6;Estônia;66;Bahia;5;Aéreo;1;2024;Novembro;11;3
Ásia;5;Filipinas;43;Bahia;5;Aéreo;1;2024;Novembro;11;1
Europa;6;Finlândia;67;Bahia;5;Aéreo;1;2024;Novembro;11;8
Europa;6;França;68;Bahia;5;Aéreo;1;2024;Novembro;11;1023
Europa;6;Grécia;69;Bahia;5;Aéreo;1;2024;Novembro;11;31
América do Sul;4;Guiana;31;Bahia;5;Aéreo;1;2024;Novembro;11;1
África;1;Outros países da África;11;Bahia;5;Aéreo;1;2024;Novembro;11;2
Europa;6;Holanda;70;Bahia;5;Aéreo;1;2024;Novembro;11;129
Europa;6;Hungria;71;Bahia;5;Aéreo;1;2024;Novembro;11;20
Ásia;5;Índia;44;Bahia;5;Aéreo;1;2024;Novembro;11;5
Ásia;5;Irã;46;Bahia;5;Aéreo;1;2024;Novembro;11;3
Europa;6;Irlanda;72;Bahia;5;Aéreo;1;2024;Novembro;11;30
Europa;6;Outros países da Europa;89;Bahia;5;Aéreo;1;2024;Novembro;11;2
Ásia;5;Israel;47;Bahia;5;Aéreo;1;2024;Novembro;11;28
Europa;6;Itália;73;Bahia;5;Aéreo;1;2024;Novembro;11;805
Ásia;5;Japão;48;Bahia;5;Aéreo;1;2024;Novembro;11;6
Ásia;5;Outros países da Ásia;56;Bahia;5;Aéreo;1;2024;Novembro;11;1
Europa;6;Lituânia;75;Bahia;5;Aéreo;1;2024;Novembro;11;3
Europa;6;Luxemburgo;76;Bahia;5;Aéreo;1;2024;Novembro;11;3
Ásia;5;Malásia;50;Bahia;5;Aéreo;1;2024;Novembro;11;2
África;1;Outros países da África;11;Bahia;5;Aéreo;1;2024;Novembro;11;1
Europa;6;Outros países da Europa;89;Bahia;5;Aéreo;1;2024;Novembro;11;6
África;1;Marrocos;6;Bahia;5;Aéreo;1;2024;Novembro;11;3
África;1;Outros países da África;11;Bahia;5;Aéreo;1;2024;Novembro;11;1
América do Norte;3;México;25;Bahia;5;Aéreo;1;2024;Novembro;11;5
África;1;Outros países da África;11;Bahia;5;Aéreo;1;2024;Novembro;11;1
África;1;Nigéria;8;Bahia;5;Aéreo;1;2024;Novembro;11;2
Europa;6;Noruega;77;Bahia;5;Aéreo;1;2024;Novembro;11;31
Oceania;7;Nova Zelândia;91;Bahia;5;Aéreo;1;2024;Novembro;11;3
América do Sul;4;Paraguai;33;Bahia;5;Aéreo;1;2024;Novembro;11;11
América do Sul;4;Peru;34;Bahia;5;Aéreo;1;2024;Novembro;11;10
Europa;6;Polônia;78;Bahia;5;Aéreo;1;2024;Novembro;11;73
Europa;6;Portugal;79;Bahia;5;Aéreo;1;2024;Novembro;11;1848
Europa;6;Reino Unido;80;Bahia;5;Aéreo;1;2024;Novembro;11;204
Ásia;5;República da Coreia;52;Bahia;5;Aéreo;1;2024;Novembro;11;4
África;1;Outros países da África;11;Bahia;5;Aéreo;1;2024;Novembro;11;1
América Central e Caribe;2;República Dominicana;20;Bahia;5;Aéreo;1;2024;Novembro;11;1
Europa;6;República Tcheca;81;Bahia;5;Aéreo;1;2024;Novembro;11;34
Europa;6;Romênia;82;Bahia;5;Aéreo;1;2024;Novembro;11;20
Europa;6;Rússia;83;Bahia;5;Aéreo;1;2024;Novembro;11;11
Europa;6;Outros países da Europa;89;Bahia;5;Aéreo;1;2024;Novembro;11;1
América Central e Caribe;2;Outros países da América Central e Caribe;22;Bahia;5;Aéreo;1;2024;Novembro;11;1
África;1;Outros países da África;11;Bahia;5;Aéreo;1;2024;Novembro;11;2
Europa;6;Sérvia;84;Bahia;5;Aéreo;1;2024;Novembro;11;12
Ásia;5;Síria;53;Bahia;5;Aéreo;1;2024;Novembro;11;1
Ásia;5;Outros países da Ásia;56;Bahia;5;Aéreo;1;2024;Novembro;11;2
Europa;6;Suécia;85;Bahia;5;Aéreo;1;2024;Novembro;11;29
Europa;6;Suíça;86;Bahia;5;Aéreo;1;2024;Novembro;11;279
Ásia;5;Tailândia;54;Bahia;5;Aéreo;1;2024;Novembro;11;1
Ásia;5;Taiwan;55;Bahia;5;Aéreo;1;2024;Novembro;11;1
Europa;6;Turquia;87;Bahia;5;Aéreo;1;2024;Novembro;11;6
Europa;6;Ucrânia;88;Bahia;5;Aéreo;1;2024;Novembro;11;5
África;1;Outros países da África;11;Bahia;5;Aéreo;1;2024;Novembro;11;1
América do Sul;4;Uruguai;36;Bahia;5;Aéreo;1;2024;Novembro;11;1063
América do Sul;4;Venezuela;37;Bahia;5;Aéreo;1;2024;Novembro;11;1
África;1;África do Sul;1;Ceará;6;Aéreo;1;2024;Novembro;11;8
Europa;6;Outros países da Europa;89;Ceará;6;Aéreo;1;2024;Novembro;11;5
Europa;6;Alemanha;57;Ceará;6;Aéreo;1;2024;Novembro;11;1337
África;1;Angola;2;Ceará;6;Aéreo;1;2024;Novembro;11;1
América do Sul;4;Argentina;26;Ceará;6;Aéreo;1;2024;Novembro;11;707
Ásia;5;Outros países da Ásia;56;Ceará;6;Aéreo;1;2024;Novembro;11;1
Oceania;7;Austrália;90;Ceará;6;Aéreo;1;2024;Novembro;11;7
Europa;6;Áustria;58;Ceará;6;Aéreo;1;2024;Novembro;11;305
Europa;6;Bélgica;59;Ceará;6;Aéreo;1;2024;Novembro;11;242
Europa;6;Outros países da Europa;89;Ceará;6;Aéreo;1;2024;Novembro;11;3
Europa;6;Outros países da Europa;89;Ceará;6;Aéreo;1;2024;Novembro;11;1
Europa;6;Bulgária;60;Ceará;6;Aéreo;1;2024;Novembro;11;6
África;1;Cabo Verde;3;Ceará;6;Aéreo;1;2024;Novembro;11;14
América do Norte;3;Canadá;23;Ceará;6;Aéreo;1;2024;Novembro;11;114
Ásia;5;Outros países da Ásia;56;Ceará;6;Aéreo;1;2024;Novembro;11;2
América do Sul;4;Chile;28;Ceará;6;Aéreo;1;2024;Novembro;11;2
Ásia;5;China;40;Ceará;6;Aéreo;1;2024;Novembro;11;6
Ásia;5;Outros países da Ásia;56;Ceará;6;Aéreo;1;2024;Novembro;11;4
Ásia;5;Cingapura;42;Ceará;6;Aéreo;1;2024;Novembro;11;1
América do Sul;4;Colômbia;29;Ceará;6;Aéreo;1;2024;Novembro;11;14
América Central e Caribe;2;Costa Rica;12;Ceará;6;Aéreo;1;2024;Novembro;11;1
Europa;6;Croácia;61;Ceará;6;Aéreo;1;2024;Novembro;11;1
América Central e Caribe;2;Cuba;13;Ceará;6;Aéreo;1;2024;Novembro;11;3
Europa;6;Dinamarca;62;Ceará;6;Aéreo;1;2024;Novembro;11;30
África;1;Egito;4;Ceará;6;Aéreo;1;2024;Novembro;11;2
América Central e Caribe;2;El Salvador;14;Ceará;6;Aéreo;1;2024;Novembro;11;1
América do Sul;4;Equador;30;Ceará;6;Aéreo;1;2024;Novembro;11;3
Europa;6;Eslováquia;63;Ceará;6;Aéreo;1;2024;Novembro;11;14
Europa;6;Eslovênia;64;Ceará;6;Aéreo;1;2024;Novembro;11;57
Europa;6;Espanha;65;Ceará;6;Aéreo;1;2024;Novembro;11;526
América do Norte;3;Estados Unidos;24;Ceará;6;Aéreo;1;2024;Novembro;11;747
Europa;6;Estônia;66;Ceará;6;Aéreo;1;2024;Novembro;11;2
Europa;6;Finlândia;67;Ceará;6;Aéreo;1;2024;Novembro;11;15
Europa;6;França;68;Ceará;6;Aéreo;1;2024;Novembro;11;1951
Europa;6;Grécia;69;Ceará;6;Aéreo;1;2024;Novembro;11;49
África;1;Outros países da África;11;Ceará;6;Aéreo;1;2024;Novembro;11;14
América Central e Caribe;2;Haiti;16;Ceará;6;Aéreo;1;2024;Novembro;11;1
Europa;6;Holanda;70;Ceará;6;Aéreo;1;2024;Novembro;11;943
América Central e Caribe;2;Honduras;17;Ceará;6;Aéreo;1;2024;Novembro;11;2
Europa;6;Hungria;71;Ceará;6;Aéreo;1;2024;Novembro;11;26
Ásia;5;Índia;44;Ceará;6;Aéreo;1;2024;Novembro;11;1
Europa;6;Irlanda;72;Ceará;6;Aéreo;1;2024;Novembro;11;51
Europa;6;Outros países da Europa;89;Ceará;6;Aéreo;1;2024;Novembro;11;1
Ásia;5;Israel;47;Ceará;6;Aéreo;1;2024;Novembro;11;46
Europa;6;Itália;73;Ceará;6;Aéreo;1;2024;Novembro;11;1220
Ásia;5;Japão;48;Ceará;6;Aéreo;1;2024;Novembro;11;2
Europa;6;Letônia;74;Ceará;6;Aéreo;1;2024;Novembro;11;5
Ásia;5;Líbano;49;Ceará;6;Aéreo;1;2024;Novembro;11;2
Europa;6;Outros países da Europa;89;Ceará;6;Aéreo;1;2024;Novembro;11;7
Europa;6;Lituânia;75;Ceará;6;Aéreo;1;2024;Novembro;11;13
Europa;6;Luxemburgo;76;Ceará;6;Aéreo;1;2024;Novembro;11;7
Europa;6;Outros países da Europa;89;Ceará;6;Aéreo;1;2024;Novembro;11;1
África;1;Marrocos;6;Ceará;6;Aéreo;1;2024;Novembro;11;6
América do Norte;3;México;25;Ceará;6;Aéreo;1;2024;Novembro;11;9
Europa;6;Outros países da Europa;89;Ceará;6;Aéreo;1;2024;Novembro;11;1
Europa;6;Noruega;77;Ceará;6;Aéreo;1;2024;Novembro;11;93
Oceania;7;Nova Zelândia;91;Ceará;6;Aéreo;1;2024;Novembro;11;3
Ásia;5;Paquistão;51;Ceará;6;Aéreo;1;2024;Novembro;11;1
América do Sul;4;Paraguai;33;Ceará;6;Aéreo;1;2024;Novembro;11;1
América do Sul;4;Peru;34;Ceará;6;Aéreo;1;2024;Novembro;11;4
Europa;6;Polônia;78;Ceará;6;Aéreo;1;2024;Novembro;11;580
América Central e Caribe;2;Outros países da América Central e Caribe;22;Ceará;6;Aéreo;1;2024;Novembro;11;1
Europa;6;Portugal;79;Ceará;6;Aéreo;1;2024;Novembro;11;901
Europa;6;Reino Unido;80;Ceará;6;Aéreo;1;2024;Novembro;11;267
Ásia;5;República da Coreia;52;Ceará;6;Aéreo;1;2024;Novembro;11;5
Europa;6;República Tcheca;81;Ceará;6;Aéreo;1;2024;Novembro;11;42
Europa;6;Romênia;82;Ceará;6;Aéreo;1;2024;Novembro;11;25
Europa;6;Rússia;83;Ceará;6;Aéreo;1;2024;Novembro;11;8
Europa;6;Outros países da Europa;89;Ceará;6;Aéreo;1;2024;Novembro;11;1
Europa;6;Sérvia;84;Ceará;6;Aéreo;1;2024;Novembro;11;6
Europa;6;Suécia;85;Ceará;6;Aéreo;1;2024;Novembro;11;85
Europa;6;Suíça;86;Ceará;6;Aéreo;1;2024;Novembro;11;648
Ásia;5;Tailândia;54;Ceará;6;Aéreo;1;2024;Novembro;11;1
África;1;Tunísia;10;Ceará;6;Aéreo;1;2024;Novembro;11;2
Europa;6;Turquia;87;Ceará;6;Aéreo;1;2024;Novembro;11;8
Europa;6;Ucrânia;88;Ceará;6;Aéreo;1;2024;Novembro;11;9
América do Sul;4;Uruguai;36;Ceará;6;Aéreo;1;2024;Novembro;11;6
Ásia;5;Outros países da Ásia;56;Ceará;6;Aéreo;1;2024;Novembro;11;1
América do Sul;4;Venezuela;37;Ceará;6;Aéreo;1;2024;Novembro;11;0
Ásia;5;Outros países da Ásia;56;Ceará;6;Aéreo;1;2024;Novembro;11;1
África;1;África do Sul;1;Distrito Federal;7;Aéreo;1;2024;Novembro;11;5
Europa;6;Alemanha;57;Distrito Federal;7;Aéreo;1;2024;Novembro;11;128
América Central e Caribe;2;Outros países da América Central e Caribe;22;Distrito Federal;7;Aéreo;1;2024;Novembro;11;2
Ásia;5;Arábia Saudita;38;Distrito Federal;7;Aéreo;1;2024;Novembro;11;2
América do Sul;4;Argentina;26;Distrito Federal;7;Aéreo;1;2024;Novembro;11;212
Oceania;7;Austrália;90;Distrito Federal;7;Aéreo;1;2024;Novembro;11;41
Europa;6;Áustria;58;Distrito Federal;7;Aéreo;1;2024;Novembro;11;8
Europa;6;Outros países da Europa;89;Distrito Federal;7;Aéreo;1;2024;Novembro;11;1
América Central e Caribe;2;Outros países da América Central e Caribe;22;Distrito Federal;7;Aéreo;1;2024;Novembro;11;4
América Central e Caribe;2;Outros países da América Central e Caribe;22;Distrito Federal;7;Aéreo;1;2024;Novembro;11;2
Europa;6;Bélgica;59;Distrito Federal;7;Aéreo;1;2024;Novembro;11;30
América Central e Caribe;2;Outros países da América Central e Caribe;22;Distrito Federal;7;Aéreo;1;2024;Novembro;11;3
Europa;6;Outros países da Europa;89;Distrito Federal;7;Aéreo;1;2024;Novembro;11;2
América do Sul;4;Bolívia;27;Distrito Federal;7;Aéreo;1;2024;Novembro;11;2
África;1;Outros países da África;11;Distrito Federal;7;Aéreo;1;2024;Novembro;11;1
África;1;Cabo Verde;3;Distrito Federal;7;Aéreo;1;2024;Novembro;11;7
América do Norte;3;Canadá;23;Distrito Federal;7;Aéreo;1;2024;Novembro;11;150
Ásia;5;Outros países da Ásia;56;Distrito Federal;7;Aéreo;1;2024;Novembro;11;1
América do Sul;4;Chile;28;Distrito Federal;7;Aéreo;1;2024;Novembro;11;168
Ásia;5;China;40;Distrito Federal;7;Aéreo;1;2024;Novembro;11;80
Ásia;5;China, Hong Kong;41;Distrito Federal;7;Aéreo;1;2024;Novembro;11;1
Ásia;5;Outros países da Ásia;56;Distrito Federal;7;Aéreo;1;2024;Novembro;11;1
Ásia;5;Cingapura;42;Distrito Federal;7;Aéreo;1;2024;Novembro;11;1
América do Sul;4;Colômbia;29;Distrito Federal;7;Aéreo;1;2024;Novembro;11;287
América Central e Caribe;2;Costa Rica;12;Distrito Federal;7;Aéreo;1;2024;Novembro;11;69
Europa;6;Croácia;61;Distrito Federal;7;Aéreo;1;2024;Novembro;11;1
América Central e Caribe;2;Cuba;13;Distrito Federal;7;Aéreo;1;2024;Novembro;11;42
Europa;6;Dinamarca;62;Distrito Federal;7;Aéreo;1;2024;Novembro;11;4
América Central e Caribe;2;Outros países da América Central e Caribe;22;Distrito Federal;7;Aéreo;1;2024;Novembro;11;2
América Central e Caribe;2;El Salvador;14;Distrito Federal;7;Aéreo;1;2024;Novembro;11;13
América do Sul;4;Equador;30;Distrito Federal;7;Aéreo;1;2024;Novembro;11;220
Europa;6;Eslováquia;63;Distrito Federal;7;Aéreo;1;2024;Novembro;11;3
Europa;6;Espanha;65;Distrito Federal;7;Aéreo;1;2024;Novembro;11;144
América do Norte;3;Estados Unidos;24;Distrito Federal;7;Aéreo;1;2024;Novembro;11;2064
Europa;6;Estônia;66;Distrito Federal;7;Aéreo;1;2024;Novembro;11;5
Ásia;5;Filipinas;43;Distrito Federal;7;Aéreo;1;2024;Novembro;11;1
Europa;6;Finlândia;67;Distrito Federal;7;Aéreo;1;2024;Novembro;11;3
Europa;6;França;68;Distrito Federal;7;Aéreo;1;2024;Novembro;11;206
África;1;Gana;5;Distrito Federal;7;Aéreo;1;2024;Novembro;11;1
América Central e Caribe;2;Outros países da América Central e Caribe;22;Distrito Federal;7;Aéreo;1;2024;Novembro;11;1
Europa;6;Grécia;69;Distrito Federal;7;Aéreo;1;2024;Novembro;11;2
América Central e Caribe;2;Guatemala;15;Distrito Federal;7;Aéreo;1;2024;Novembro;11;45
América do Sul;4;Guiana;31;Distrito Federal;7;Aéreo;1;2024;Novembro;11;5
África;1;Outros países da África;11;Distrito Federal;7;Aéreo;1;2024;Novembro;11;4
América Central e Caribe;2;Haiti;16;Distrito Federal;7;Aéreo;1;2024;Novembro;11;1
Europa;6;Holanda;70;Distrito Federal;7;Aéreo;1;2024;Novembro;11;35
América Central e Caribe;2;Honduras;17;Distrito Federal;7;Aéreo;1;2024;Novembro;11;18
Ásia;5;Índia;44;Distrito Federal;7;Aéreo;1;2024;Novembro;11;10
Ásia;5;Indonésia;45;Distrito Federal;7;Aéreo;1;2024;Novembro;11;3
Ásia;5;Irã;46;Distrito Federal;7;Aéreo;1;2024;Novembro;11;2
Europa;6;Irlanda;72;Distrito Federal;7;Aéreo;1;2024;Novembro;11;33
Ásia;5;Israel;47;Distrito Federal;7;Aéreo;1;2024;Novembro;11;6
Europa;6;Itália;73;Distrito Federal;7;Aéreo;1;2024;Novembro;11;83
América Central e Caribe;2;Outros países da América Central e Caribe;22;Distrito Federal;7;Aéreo;1;2024;Novembro;11;9
Ásia;5;Japão;48;Distrito Federal;7;Aéreo;1;2024;Novembro;11;16
Europa;6;Letônia;74;Distrito Federal;7;Aéreo;1;2024;Novembro;11;2
Europa;6;Luxemburgo;76;Distrito Federal;7;Aéreo;1;2024;Novembro;11;1
África;1;Outros países da África;11;Distrito Federal;7;Aéreo;1;2024;Novembro;11;1
Ásia;5;Malásia;50;Distrito Federal;7;Aéreo;1;2024;Novembro;11;1
África;1;Outros países da África;11;Distrito Federal;7;Aéreo;1;2024;Novembro;11;1
Europa;6;Outros países da Europa;89;Distrito Federal;7;Aéreo;1;2024;Novembro;11;1
África;1;Marrocos;6;Distrito Federal;7;Aéreo;1;2024;Novembro;11;6
África;1;Outros países da África;11;Distrito Federal;7;Aéreo;1;2024;Novembro;11;2
América do Norte;3;México;25;Distrito Federal;7;Aéreo;1;2024;Novembro;11;64
África;1;Moçambique;7;Distrito Federal;7;Aéreo;1;2024;Novembro;11;1
Ásia;5;Outros países da Ásia;56;Distrito Federal;7;Aéreo;1;2024;Novembro;11;1
América Central e Caribe;2;Nicarágua;18;Distrito Federal;7;Aéreo;1;2024;Novembro;11;11
África;1;Nigéria;8;Distrito Federal;7;Aéreo;1;2024;Novembro;11;1
Europa;6;Noruega;77;Distrito Federal;7;Aéreo;1;2024;Novembro;11;11
Oceania;7;Nova Zelândia;91;Distrito Federal;7;Aéreo;1;2024;Novembro;11;4
América Central e Caribe;2;Panamá;19;Distrito Federal;7;Aéreo;1;2024;Novembro;11;42
Ásia;5;Paquistão;51;Distrito Federal;7;Aéreo;1;2024;Novembro;11;1
América do Sul;4;Paraguai;33;Distrito Federal;7;Aéreo;1;2024;Novembro;11;2
América do Sul;4;Peru;34;Distrito Federal;7;Aéreo;1;2024;Novembro;11;717
Europa;6;Polônia;78;Distrito Federal;7;Aéreo;1;2024;Novembro;11;7
Europa;6;Portugal;79;Distrito Federal;7;Aéreo;1;2024;Novembro;11;972
Europa;6;Reino Unido;80;Distrito Federal;7;Aéreo;1;2024;Novembro;11;158
Ásia;5;República da Coreia;52;Distrito Federal;7;Aéreo;1;2024;Novembro;11;4
América Central e Caribe;2;República Dominicana;20;Distrito Federal;7;Aéreo;1;2024;Novembro;11;71
Europa;6;República Tcheca;81;Distrito Federal;7;Aéreo;1;2024;Novembro;11;5
Europa;6;Romênia;82;Distrito Federal;7;Aéreo;1;2024;Novembro;11;3
Europa;6;Rússia;83;Distrito Federal;7;Aéreo;1;2024;Novembro;11;8
América Central e Caribe;2;Outros países da América Central e Caribe;22;Distrito Federal;7;Aéreo;1;2024;Novembro;11;3
América Central e Caribe;2;Outros países da América Central e Caribe;22;Distrito Federal;7;Aéreo;1;2024;Novembro;11;2
África;1;Outros países da África;11;Distrito Federal;7;Aéreo;1;2024;Novembro;11;5
América Central e Caribe;2;Outros países da América Central e Caribe;22;Distrito Federal;7;Aéreo;1;2024;Novembro;11;2
Europa;6;Suécia;85;Distrito Federal;7;Aéreo;1;2024;Novembro;11;14
Europa;6;Suíça;86;Distrito Federal;7;Aéreo;1;2024;Novembro;11;53
América do Sul;4;Suriname;35;Distrito Federal;7;Aéreo;1;2024;Novembro;11;1
África;1;Outros países da África;11;Distrito Federal;7;Aéreo;1;2024;Novembro;11;2
América Central e Caribe;2;Trinidad e Tobago;21;Distrito Federal;7;Aéreo;1;2024;Novembro;11;6
Europa;6;Turquia;87;Distrito Federal;7;Aéreo;1;2024;Novembro;11;7
Europa;6;Ucrânia;88;Distrito Federal;7;Aéreo;1;2024;Novembro;11;10
América do Sul;4;Uruguai;36;Distrito Federal;7;Aéreo;1;2024;Novembro;11;13
América do Sul;4;Venezuela;37;Distrito Federal;7;Aéreo;1;2024;Novembro;11;26
Ásia;5;Outros países da Ásia;56;Distrito Federal;7;Aéreo;1;2024;Novembro;11;7
Europa;6;Alemanha;57;Mato Grosso do Sul;12;Aéreo;1;2024;Novembro;11;1
América do Sul;4;Paraguai;33;Mato Grosso do Sul;12;Aéreo;1;2024;Novembro;11;24
África;1;África do Sul;1;Minas Gerais;13;Aéreo;1;2024;Novembro;11;4
Europa;6;Outros países da Europa;89;Minas Gerais;13;Aéreo;1;2024;Novembro;11;1
Europa;6;Alemanha;57;Minas Gerais;13;Aéreo;1;2024;Novembro;11;119
África;1;Angola;2;Minas Gerais;13;Aéreo;1;2024;Novembro;11;1
América do Sul;4;Argentina;26;Minas Gerais;13;Aéreo;1;2024;Novembro;11;199
Oceania;7;Austrália;90;Minas Gerais;13;Aéreo;1;2024;Novembro;11;33
Europa;6;Áustria;58;Minas Gerais;13;Aéreo;1;2024;Novembro;11;7
Europa;6;Bélgica;59;Minas Gerais;13;Aéreo;1;2024;Novembro;11;23
América do Sul;4;Bolívia;27;Minas Gerais;13;Aéreo;1;2024;Novembro;11;2
Europa;6;Bulgária;60;Minas Gerais;13;Aéreo;1;2024;Novembro;11;1
América do Norte;3;Canadá;23;Minas Gerais;13;Aéreo;1;2024;Novembro;11;39
América do Sul;4;Chile;28;Minas Gerais;13;Aéreo;1;2024;Novembro;11;206
Ásia;5;China;40;Minas Gerais;13;Aéreo;1;2024;Novembro;11;7
Ásia;5;Cingapura;42;Minas Gerais;13;Aéreo;1;2024;Novembro;11;2
América do Sul;4;Colômbia;29;Minas Gerais;13;Aéreo;1;2024;Novembro;11;148
América Central e Caribe;2;Costa Rica;12;Minas Gerais;13;Aéreo;1;2024;Novembro;11;29
América Central e Caribe;2;Cuba;13;Minas Gerais;13;Aéreo;1;2024;Novembro;11;8
América Central e Caribe;2;El Salvador;14;Minas Gerais;13;Aéreo;1;2024;Novembro;11;7
América do Sul;4;Equador;30;Minas Gerais;13;Aéreo;1;2024;Novembro;11;17
Europa;6;Eslováquia;63;Minas Gerais;13;Aéreo;1;2024;Novembro;11;3
Europa;6;Espanha;65;Minas Gerais;13;Aéreo;1;2024;Novembro;11;61
América do Norte;3;Estados Unidos;24;Minas Gerais;13;Aéreo;1;2024;Novembro;11;306
Europa;6;Estônia;66;Minas Gerais;13;Aéreo;1;2024;Novembro;11;1
Europa;6;França;68;Minas Gerais;13;Aéreo;1;2024;Novembro;11;39
América Central e Caribe;2;Guatemala;15;Minas Gerais;13;Aéreo;1;2024;Novembro;11;2
Europa;6;Holanda;70;Minas Gerais;13;Aéreo;1;2024;Novembro;11;33
América Central e Caribe;2;Honduras;17;Minas Gerais;13;Aéreo;1;2024;Novembro;11;2
Europa;6;Hungria;71;Minas Gerais;13;Aéreo;1;2024;Novembro;11;2
Ásia;5;Índia;44;Minas Gerais;13;Aéreo;1;2024;Novembro;11;1
Ásia;5;Indonésia;45;Minas Gerais;13;Aéreo;1;2024;Novembro;11;1
Europa;6;Irlanda;72;Minas Gerais;13;Aéreo;1;2024;Novembro;11;18
Europa;6;Itália;73;Minas Gerais;13;Aéreo;1;2024;Novembro;11;73
Ásia;5;Japão;48;Minas Gerais;13;Aéreo;1;2024;Novembro;11;4
Europa;6;Outros países da Europa;89;Minas Gerais;13;Aéreo;1;2024;Novembro;11;1
Europa;6;Luxemburgo;76;Minas Gerais;13;Aéreo;1;2024;Novembro;11;3
África;1;Marrocos;6;Minas Gerais;13;Aéreo;1;2024;Novembro;11;1
América do Norte;3;México;25;Minas Gerais;13;Aéreo;1;2024;Novembro;11;21
América Central e Caribe;2;Nicarágua;18;Minas Gerais;13;Aéreo;1;2024;Novembro;11;3
Europa;6;Noruega;77;Minas Gerais;13;Aéreo;1;2024;Novembro;11;1
Oceania;7;Nova Zelândia;91;Minas Gerais;13;Aéreo;1;2024;Novembro;11;3
América Central e Caribe;2;Panamá;19;Minas Gerais;13;Aéreo;1;2024;Novembro;11;23
América do Sul;4;Paraguai;33;Minas Gerais;13;Aéreo;1;2024;Novembro;11;5
América do Sul;4;Peru;34;Minas Gerais;13;Aéreo;1;2024;Novembro;11;22
Europa;6;Polônia;78;Minas Gerais;13;Aéreo;1;2024;Novembro;11;3
Europa;6;Portugal;79;Minas Gerais;13;Aéreo;1;2024;Novembro;11;758
África;1;Quênia;9;Minas Gerais;13;Aéreo;1;2024;Novembro;11;1
Europa;6;Reino Unido;80;Minas Gerais;13;Aéreo;1;2024;Novembro;11;41
Ásia;5;República da Coreia;52;Minas Gerais;13;Aéreo;1;2024;Novembro;11;1
América Central e Caribe;2;República Dominicana;20;Minas Gerais;13;Aéreo;1;2024;Novembro;11;13
Europa;6;República Tcheca;81;Minas Gerais;13;Aéreo;1;2024;Novembro;11;1
Europa;6;Romênia;82;Minas Gerais;13;Aéreo;1;2024;Novembro;11;2
Europa;6;Rússia;83;Minas Gerais;13;Aéreo;1;2024;Novembro;11;4
América Central e Caribe;2;Outros países da América Central e Caribe;22;Minas Gerais;13;Aéreo;1;2024;Novembro;11;1
África;1;Outros países da África;11;Minas Gerais;13;Aéreo;1;2024;Novembro;11;1
Europa;6;Sérvia;84;Minas Gerais;13;Aéreo;1;2024;Novembro;11;1
