Continente;cod continente;País;cod pais;UF;cod uf;Via;cod via;ano;Mês;cod mes;Chegadas
Europa;6;Romênia;82;Ceará;6;Aéreo;1;2024;Junho;6;7
Europa;6;Rússia;83;Ceará;6;Aéreo;1;2024;Junho;6;4
Europa;6;Sérvia;84;Ceará;6;Aéreo;1;2024;Junho;6;2
Europa;6;Suécia;85;Ceará;6;Aéreo;1;2024;Junho;6;45
Europa;6;Suíça;86;Ceará;6;Aéreo;1;2024;Junho;6;112
Ásia;5;Tailândia;54;Ceará;6;Aéreo;1;2024;Junho;6;3
Europa;6;Ucrânia;88;Ceará;6;Aéreo;1;2024;Junho;6;6
América do Sul;4;Uruguai;36;Ceará;6;Aéreo;1;2024;Junho;6;10
África;1;África do Sul;1;Distrito Federal;7;Aéreo;1;2024;Junho;6;4
Europa;6;Alemanha;57;Distrito Federal;7;Aéreo;1;2024;Junho;6;65
Ásia;5;Arábia Saudita;38;Distrito Federal;7;Aéreo;1;2024;Junho;6;1
América do Sul;4;Argentina;26;Distrito Federal;7;Aéreo;1;2024;Junho;6;263
Oceania;7;Austrália;90;Distrito Federal;7;Aéreo;1;2024;Junho;6;45
Europa;6;Áustria;58;Distrito Federal;7;Aéreo;1;2024;Junho;6;5
América Central e Caribe;2;Outros países da América Central e Caribe;22;Distrito Federal;7;Aéreo;1;2024;Junho;6;1
Ásia;5;Outros países da Ásia;56;Distrito Federal;7;Aéreo;1;2024;Junho;6;1
Europa;6;Bélgica;59;Distrito Federal;7;Aéreo;1;2024;Junho;6;17
América Central e Caribe;2;Outros países da América Central e Caribe;22;Distrito Federal;7;Aéreo;1;2024;Junho;6;3
Europa;6;Outros países da Europa;89;Distrito Federal;7;Aéreo;1;2024;Junho;6;1
América do Sul;4;Bolívia;27;Distrito Federal;7;Aéreo;1;2024;Junho;6;4
África;1;Outros países da África;11;Distrito Federal;7;Aéreo;1;2024;Junho;6;1
África;1;Cabo Verde;3;Distrito Federal;7;Aéreo;1;2024;Junho;6;3
América do Norte;3;Canadá;23;Distrito Federal;7;Aéreo;1;2024;Junho;6;24
América do Sul;4;Chile;28;Distrito Federal;7;Aéreo;1;2024;Junho;6;284
Ásia;5;China;40;Distrito Federal;7;Aéreo;1;2024;Junho;6;8
Ásia;5;Outros países da Ásia;56;Distrito Federal;7;Aéreo;1;2024;Junho;6;1
Ásia;5;Cingapura;42;Distrito Federal;7;Aéreo;1;2024;Junho;6;1
América do Sul;4;Colômbia;29;Distrito Federal;7;Aéreo;1;2024;Junho;6;203
América Central e Caribe;2;Costa Rica;12;Distrito Federal;7;Aéreo;1;2024;Junho;6;13
Europa;6;Croácia;61;Distrito Federal;7;Aéreo;1;2024;Junho;6;11
América Central e Caribe;2;Cuba;13;Distrito Federal;7;Aéreo;1;2024;Junho;6;15
Europa;6;Dinamarca;62;Distrito Federal;7;Aéreo;1;2024;Junho;6;2
América Central e Caribe;2;El Salvador;14;Distrito Federal;7;Aéreo;1;2024;Junho;6;4
América do Sul;4;Equador;30;Distrito Federal;7;Aéreo;1;2024;Junho;6;150
Europa;6;Eslováquia;63;Distrito Federal;7;Aéreo;1;2024;Junho;6;4
Europa;6;Espanha;65;Distrito Federal;7;Aéreo;1;2024;Junho;6;109
América do Norte;3;Estados Unidos;24;Distrito Federal;7;Aéreo;1;2024;Junho;6;866
Ásia;5;Filipinas;43;Distrito Federal;7;Aéreo;1;2024;Junho;6;3
Europa;6;França;68;Distrito Federal;7;Aéreo;1;2024;Junho;6;65
África;1;Gana;5;Distrito Federal;7;Aéreo;1;2024;Junho;6;1
América Central e Caribe;2;Outros países da América Central e Caribe;22;Distrito Federal;7;Aéreo;1;2024;Junho;6;2
Europa;6;Grécia;69;Distrito Federal;7;Aéreo;1;2024;Junho;6;4
América Central e Caribe;2;Guatemala;15;Distrito Federal;7;Aéreo;1;2024;Junho;6;5
América do Sul;4;Guiana;31;Distrito Federal;7;Aéreo;1;2024;Junho;6;3
África;1;Outros países da África;11;Distrito Federal;7;Aéreo;1;2024;Junho;6;1
África;1;Outros países da África;11;Distrito Federal;7;Aéreo;1;2024;Junho;6;1
Europa;6;Holanda;70;Distrito Federal;7;Aéreo;1;2024;Junho;6;16
América Central e Caribe;2;Honduras;17;Distrito Federal;7;Aéreo;1;2024;Junho;6;3
Europa;6;Hungria;71;Distrito Federal;7;Aéreo;1;2024;Junho;6;1
Ásia;5;Índia;44;Distrito Federal;7;Aéreo;1;2024;Junho;6;5
Ásia;5;Indonésia;45;Distrito Federal;7;Aéreo;1;2024;Junho;6;1
Europa;6;Irlanda;72;Distrito Federal;7;Aéreo;1;2024;Junho;6;28
Ásia;5;Israel;47;Distrito Federal;7;Aéreo;1;2024;Junho;6;8
Europa;6;Itália;73;Distrito Federal;7;Aéreo;1;2024;Junho;6;77
América Central e Caribe;2;Outros países da América Central e Caribe;22;Distrito Federal;7;Aéreo;1;2024;Junho;6;1
Ásia;5;Japão;48;Distrito Federal;7;Aéreo;1;2024;Junho;6;4
Ásia;5;Outros países da Ásia;56;Distrito Federal;7;Aéreo;1;2024;Junho;6;1
Europa;6;Lituânia;75;Distrito Federal;7;Aéreo;1;2024;Junho;6;1
Europa;6;Luxemburgo;76;Distrito Federal;7;Aéreo;1;2024;Junho;6;2
Ásia;5;Malásia;50;Distrito Federal;7;Aéreo;1;2024;Junho;6;7
África;1;Outros países da África;11;Distrito Federal;7;Aéreo;1;2024;Junho;6;1
África;1;Marrocos;6;Distrito Federal;7;Aéreo;1;2024;Junho;6;1
América do Norte;3;México;25;Distrito Federal;7;Aéreo;1;2024;Junho;6;49
América Central e Caribe;2;Nicarágua;18;Distrito Federal;7;Aéreo;1;2024;Junho;6;2
Europa;6;Noruega;77;Distrito Federal;7;Aéreo;1;2024;Junho;6;2
América Central e Caribe;2;Panamá;19;Distrito Federal;7;Aéreo;1;2024;Junho;6;22
América do Sul;4;Paraguai;33;Distrito Federal;7;Aéreo;1;2024;Junho;6;6
América do Sul;4;Peru;34;Distrito Federal;7;Aéreo;1;2024;Junho;6;410
Europa;6;Polônia;78;Distrito Federal;7;Aéreo;1;2024;Junho;6;6
Europa;6;Portugal;79;Distrito Federal;7;Aéreo;1;2024;Junho;6;334
Europa;6;Reino Unido;80;Distrito Federal;7;Aéreo;1;2024;Junho;6;37
Ásia;5;República da Coreia;52;Distrito Federal;7;Aéreo;1;2024;Junho;6;2
América Central e Caribe;2;República Dominicana;20;Distrito Federal;7;Aéreo;1;2024;Junho;6;20
Europa;6;República Tcheca;81;Distrito Federal;7;Aéreo;1;2024;Junho;6;5
Europa;6;Romênia;82;Distrito Federal;7;Aéreo;1;2024;Junho;6;4
Europa;6;Rússia;83;Distrito Federal;7;Aéreo;1;2024;Junho;6;6
América Central e Caribe;2;Outros países da América Central e Caribe;22;Distrito Federal;7;Aéreo;1;2024;Junho;6;2
África;1;Outros países da África;11;Distrito Federal;7;Aéreo;1;2024;Junho;6;1
Europa;6;Sérvia;84;Distrito Federal;7;Aéreo;1;2024;Junho;6;1
Europa;6;Suécia;85;Distrito Federal;7;Aéreo;1;2024;Junho;6;15
Europa;6;Suíça;86;Distrito Federal;7;Aéreo;1;2024;Junho;6;41
América do Sul;4;Suriname;35;Distrito Federal;7;Aéreo;1;2024;Junho;6;1
América Central e Caribe;2;Trinidad e Tobago;21;Distrito Federal;7;Aéreo;1;2024;Junho;6;5
África;1;Tunísia;10;Distrito Federal;7;Aéreo;1;2024;Junho;6;1
Europa;6;Turquia;87;Distrito Federal;7;Aéreo;1;2024;Junho;6;3
Europa;6;Ucrânia;88;Distrito Federal;7;Aéreo;1;2024;Junho;6;2
América do Sul;4;Uruguai;36;Distrito Federal;7;Aéreo;1;2024;Junho;6;9
América do Sul;4;Venezuela;37;Distrito Federal;7;Aéreo;1;2024;Junho;6;28
África;1;Outros países da África;11;Distrito Federal;7;Aéreo;1;2024;Junho;6;3
América do Sul;4;Argentina;26;Mato Grosso do Sul;12;Aéreo;1;2024;Junho;6;1
América do Sul;4;Bolívia;27;Mato Grosso do Sul;12;Aéreo;1;2024;Junho;6;5
América do Norte;3;Estados Unidos;24;Mato Grosso do Sul;12;Aéreo;1;2024;Junho;6;2
América do Sul;4;Paraguai;33;Mato Grosso do Sul;12;Aéreo;1;2024;Junho;6;5
África;1;África do Sul;1;Minas Gerais;13;Aéreo;1;2024;Junho;6;3
Europa;6;Alemanha;57;Minas Gerais;13;Aéreo;1;2024;Junho;6;34
África;1;Angola;2;Minas Gerais;13;Aéreo;1;2024;Junho;6;1
América do Sul;4;Argentina;26;Minas Gerais;13;Aéreo;1;2024;Junho;6;13
Oceania;7;Austrália;90;Minas Gerais;13;Aéreo;1;2024;Junho;6;48
Europa;6;Áustria;58;Minas Gerais;13;Aéreo;1;2024;Junho;6;2
América Central e Caribe;2;Outros países da América Central e Caribe;22;Minas Gerais;13;Aéreo;1;2024;Junho;6;1
Europa;6;Bélgica;59;Minas Gerais;13;Aéreo;1;2024;Junho;6;21
América do Sul;4;Bolívia;27;Minas Gerais;13;Aéreo;1;2024;Junho;6;1
Europa;6;Bulgária;60;Minas Gerais;13;Aéreo;1;2024;Junho;6;2
África;1;Cabo Verde;3;Minas Gerais;13;Aéreo;1;2024;Junho;6;1
África;1;Outros países da África;11;Minas Gerais;13;Aéreo;1;2024;Junho;6;1
América do Norte;3;Canadá;23;Minas Gerais;13;Aéreo;1;2024;Junho;6;40
América do Sul;4;Chile;28;Minas Gerais;13;Aéreo;1;2024;Junho;6;416
Ásia;5;China;40;Minas Gerais;13;Aéreo;1;2024;Junho;6;6
Ásia;5;Outros países da Ásia;56;Minas Gerais;13;Aéreo;1;2024;Junho;6;1
América do Sul;4;Colômbia;29;Minas Gerais;13;Aéreo;1;2024;Junho;6;247
América Central e Caribe;2;Costa Rica;12;Minas Gerais;13;Aéreo;1;2024;Junho;6;31
Europa;6;Croácia;61;Minas Gerais;13;Aéreo;1;2024;Junho;6;1
América Central e Caribe;2;Cuba;13;Minas Gerais;13;Aéreo;1;2024;Junho;6;13
Europa;6;Dinamarca;62;Minas Gerais;13;Aéreo;1;2024;Junho;6;11
África;1;Egito;4;Minas Gerais;13;Aéreo;1;2024;Junho;6;1
América Central e Caribe;2;El Salvador;14;Minas Gerais;13;Aéreo;1;2024;Junho;6;5
América do Sul;4;Equador;30;Minas Gerais;13;Aéreo;1;2024;Junho;6;27
Europa;6;Espanha;65;Minas Gerais;13;Aéreo;1;2024;Junho;6;95
América do Norte;3;Estados Unidos;24;Minas Gerais;13;Aéreo;1;2024;Junho;6;509
Europa;6;Finlândia;67;Minas Gerais;13;Aéreo;1;2024;Junho;6;3
Europa;6;França;68;Minas Gerais;13;Aéreo;1;2024;Junho;6;48
América Central e Caribe;2;Guatemala;15;Minas Gerais;13;Aéreo;1;2024;Junho;6;10
América do Sul;4;Guiana;31;Minas Gerais;13;Aéreo;1;2024;Junho;6;1
Europa;6;Holanda;70;Minas Gerais;13;Aéreo;1;2024;Junho;6;22
América Central e Caribe;2;Honduras;17;Minas Gerais;13;Aéreo;1;2024;Junho;6;4
Europa;6;Hungria;71;Minas Gerais;13;Aéreo;1;2024;Junho;6;1
Ásia;5;Índia;44;Minas Gerais;13;Aéreo;1;2024;Junho;6;2
Ásia;5;Indonésia;45;Minas Gerais;13;Aéreo;1;2024;Junho;6;1
Europa;6;Irlanda;72;Minas Gerais;13;Aéreo;1;2024;Junho;6;17
Ásia;5;Israel;47;Minas Gerais;13;Aéreo;1;2024;Junho;6;4
Europa;6;Itália;73;Minas Gerais;13;Aéreo;1;2024;Junho;6;136
Ásia;5;Japão;48;Minas Gerais;13;Aéreo;1;2024;Junho;6;8
Europa;6;Outros países da Europa;89;Minas Gerais;13;Aéreo;1;2024;Junho;6;1
Europa;6;Luxemburgo;76;Minas Gerais;13;Aéreo;1;2024;Junho;6;3
Ásia;5;Malásia;50;Minas Gerais;13;Aéreo;1;2024;Junho;6;3
América do Norte;3;México;25;Minas Gerais;13;Aéreo;1;2024;Junho;6;35
Europa;6;Noruega;77;Minas Gerais;13;Aéreo;1;2024;Junho;6;6
Oceania;7;Nova Zelândia;91;Minas Gerais;13;Aéreo;1;2024;Junho;6;1
América Central e Caribe;2;Panamá;19;Minas Gerais;13;Aéreo;1;2024;Junho;6;11
América do Sul;4;Paraguai;33;Minas Gerais;13;Aéreo;1;2024;Junho;6;1
América do Sul;4;Peru;34;Minas Gerais;13;Aéreo;1;2024;Junho;6;7
Europa;6;Polônia;78;Minas Gerais;13;Aéreo;1;2024;Junho;6;3
Europa;6;Portugal;79;Minas Gerais;13;Aéreo;1;2024;Junho;6;621
Europa;6;Reino Unido;80;Minas Gerais;13;Aéreo;1;2024;Junho;6;42
América Central e Caribe;2;República Dominicana;20;Minas Gerais;13;Aéreo;1;2024;Junho;6;3
Europa;6;República Tcheca;81;Minas Gerais;13;Aéreo;1;2024;Junho;6;1
Europa;6;Romênia;82;Minas Gerais;13;Aéreo;1;2024;Junho;6;1
Europa;6;Rússia;83;Minas Gerais;13;Aéreo;1;2024;Junho;6;2
Europa;6;Suécia;85;Minas Gerais;13;Aéreo;1;2024;Junho;6;3
Europa;6;Suíça;86;Minas Gerais;13;Aéreo;1;2024;Junho;6;18
América do Sul;4;Suriname;35;Minas Gerais;13;Aéreo;1;2024;Junho;6;2
América Central e Caribe;2;Trinidad e Tobago;21;Minas Gerais;13;Aéreo;1;2024;Junho;6;2
Europa;6;Turquia;87;Minas Gerais;13;Aéreo;1;2024;Junho;6;1
Europa;6;Ucrânia;88;Minas Gerais;13;Aéreo;1;2024;Junho;6;4
América do Sul;4;Uruguai;36;Minas Gerais;13;Aéreo;1;2024;Junho;6;4
América do Sul;4;Venezuela;37;Minas Gerais;13;Aéreo;1;2024;Junho;6;1
Ásia;5;Outros países da Ásia;56;Minas Gerais;13;Aéreo;1;2024;Junho;6;1
África;1;África do Sul;1;Pará;14;Aéreo;1;2024;Junho;6;1
Europa;6;Alemanha;57;Pará;14;Aéreo;1;2024;Junho;6;28
América do Sul;4;Argentina;26;Pará;14;Aéreo;1;2024;Junho;6;6
Ásia;5;Outros países da Ásia;56;Pará;14;Aéreo;1;2024;Junho;6;3
Oceania;7;Austrália;90;Pará;14;Aéreo;1;2024;Junho;6;4
Europa;6;Bélgica;59;Pará;14;Aéreo;1;2024;Junho;6;11
América do Sul;4;Bolívia;27;Pará;14;Aéreo;1;2024;Junho;6;1
África;1;Outros países da África;11;Pará;14;Aéreo;1;2024;Junho;6;1
Europa;6;Bulgária;60;Pará;14;Aéreo;1;2024;Junho;6;3
África;1;Outros países da África;11;Pará;14;Aéreo;1;2024;Junho;6;1
América do Norte;3;Canadá;23;Pará;14;Aéreo;1;2024;Junho;6;3
Ásia;5;China;40;Pará;14;Aéreo;1;2024;Junho;6;5
Ásia;5;China, Hong Kong;41;Pará;14;Aéreo;1;2024;Junho;6;3
América do Sul;4;Colômbia;29;Pará;14;Aéreo;1;2024;Junho;6;6
África;1;Outros países da África;11;Pará;14;Aéreo;1;2024;Junho;6;1
Europa;6;Dinamarca;62;Pará;14;Aéreo;1;2024;Junho;6;6
Ásia;5;Outros países da Ásia;56;Pará;14;Aéreo;1;2024;Junho;6;3
América do Sul;4;Equador;30;Pará;14;Aéreo;1;2024;Junho;6;2
Europa;6;Espanha;65;Pará;14;Aéreo;1;2024;Junho;6;29
América do Norte;3;Estados Unidos;24;Pará;14;Aéreo;1;2024;Junho;6;185
Ásia;5;Filipinas;43;Pará;14;Aéreo;1;2024;Junho;6;4
Europa;6;Finlândia;67;Pará;14;Aéreo;1;2024;Junho;6;1
Europa;6;França;68;Pará;14;Aéreo;1;2024;Junho;6;404
Europa;6;Grécia;69;Pará;14;Aéreo;1;2024;Junho;6;1
América do Sul;4;Guiana;31;Pará;14;Aéreo;1;2024;Junho;6;9
África;1;Outros países da África;11;Pará;14;Aéreo;1;2024;Junho;6;1
América Central e Caribe;2;Haiti;16;Pará;14;Aéreo;1;2024;Junho;6;1
Europa;6;Holanda;70;Pará;14;Aéreo;1;2024;Junho;6;63
Europa;6;Hungria;71;Pará;14;Aéreo;1;2024;Junho;6;5
Ásia;5;Índia;44;Pará;14;Aéreo;1;2024;Junho;6;3
Europa;6;Irlanda;72;Pará;14;Aéreo;1;2024;Junho;6;4
Ásia;5;Israel;47;Pará;14;Aéreo;1;2024;Junho;6;1
Europa;6;Itália;73;Pará;14;Aéreo;1;2024;Junho;6;33
América Central e Caribe;2;Outros países da América Central e Caribe;22;Pará;14;Aéreo;1;2024;Junho;6;2
Ásia;5;Japão;48;Pará;14;Aéreo;1;2024;Junho;6;2
Europa;6;Lituânia;75;Pará;14;Aéreo;1;2024;Junho;6;1
Europa;6;Luxemburgo;76;Pará;14;Aéreo;1;2024;Junho;6;3
Ásia;5;Malásia;50;Pará;14;Aéreo;1;2024;Junho;6;6
África;1;Marrocos;6;Pará;14;Aéreo;1;2024;Junho;6;5
América do Norte;3;México;25;Pará;14;Aéreo;1;2024;Junho;6;2
Europa;6;Outros países da Europa;89;Pará;14;Aéreo;1;2024;Junho;6;1
Ásia;5;Outros países da Ásia;56;Pará;14;Aéreo;1;2024;Junho;6;1
Europa;6;Noruega;77;Pará;14;Aéreo;1;2024;Junho;6;22
Oceania;7;Nova Zelândia;91;Pará;14;Aéreo;1;2024;Junho;6;1
América do Sul;4;Paraguai;33;Pará;14;Aéreo;1;2024;Junho;6;1
Europa;6;Polônia;78;Pará;14;Aéreo;1;2024;Junho;6;5
Europa;6;Portugal;79;Pará;14;Aéreo;1;2024;Junho;6;90
Europa;6;Reino Unido;80;Pará;14;Aéreo;1;2024;Junho;6;13
Ásia;5;República da Coreia;52;Pará;14;Aéreo;1;2024;Junho;6;8
América Central e Caribe;2;República Dominicana;20;Pará;14;Aéreo;1;2024;Junho;6;2
Europa;6;República Tcheca;81;Pará;14;Aéreo;1;2024;Junho;6;1
Europa;6;Romênia;82;Pará;14;Aéreo;1;2024;Junho;6;1
Europa;6;Rússia;83;Pará;14;Aéreo;1;2024;Junho;6;1
América Central e Caribe;2;Outros países da América Central e Caribe;22;Pará;14;Aéreo;1;2024;Junho;6;1
Europa;6;Suécia;85;Pará;14;Aéreo;1;2024;Junho;6;3
Europa;6;Suíça;86;Pará;14;Aéreo;1;2024;Junho;6;23
América do Sul;4;Suriname;35;Pará;14;Aéreo;1;2024;Junho;6;265
Ásia;5;Taiwan;55;Pará;14;Aéreo;1;2024;Junho;6;1
América Central e Caribe;2;Trinidad e Tobago;21;Pará;14;Aéreo;1;2024;Junho;6;1
América do Sul;4;Uruguai;36;Pará;14;Aéreo;1;2024;Junho;6;5
América do Sul;4;Venezuela;37;Pará;14;Aéreo;1;2024;Junho;6;0
América do Sul;4;Argentina;26;Outras Unidades da Federação;99;Aéreo;1;2024;Junho;6;19
África;1;África do Sul;1;Paraná;16;Aéreo;1;2024;Junho;6;1
Europa;6;Alemanha;57;Paraná;16;Aéreo;1;2024;Junho;6;5
América do Sul;4;Argentina;26;Paraná;16;Aéreo;1;2024;Junho;6;28
Oceania;7;Austrália;90;Paraná;16;Aéreo;1;2024;Junho;6;7
Europa;6;Bélgica;59;Paraná;16;Aéreo;1;2024;Junho;6;1
América do Sul;4;Bolívia;27;Paraná;16;Aéreo;1;2024;Junho;6;1
América do Sul;4;Chile;28;Paraná;16;Aéreo;1;2024;Junho;6;855
Ásia;5;China;40;Paraná;16;Aéreo;1;2024;Junho;6;6
América do Sul;4;Colômbia;29;Paraná;16;Aéreo;1;2024;Junho;6;18
América Central e Caribe;2;Cuba;13;Paraná;16;Aéreo;1;2024;Junho;6;1
América Central e Caribe;2;El Salvador;14;Paraná;16;Aéreo;1;2024;Junho;6;1
América do Sul;4;Equador;30;Paraná;16;Aéreo;1;2024;Junho;6;1
Europa;6;Espanha;65;Paraná;16;Aéreo;1;2024;Junho;6;13
América do Norte;3;Estados Unidos;24;Paraná;16;Aéreo;1;2024;Junho;6;23
Ásia;5;Filipinas;43;Paraná;16;Aéreo;1;2024;Junho;6;1
Europa;6;Finlândia;67;Paraná;16;Aéreo;1;2024;Junho;6;1
Europa;6;França;68;Paraná;16;Aéreo;1;2024;Junho;6;11
Europa;6;Holanda;70;Paraná;16;Aéreo;1;2024;Junho;6;4
Ásia;5;Indonésia;45;Paraná;16;Aéreo;1;2024;Junho;6;1
Ásia;5;Israel;47;Paraná;16;Aéreo;1;2024;Junho;6;4
Europa;6;Itália;73;Paraná;16;Aéreo;1;2024;Junho;6;1
Ásia;5;Japão;48;Paraná;16;Aéreo;1;2024;Junho;6;7
América do Norte;3;México;25;Paraná;16;Aéreo;1;2024;Junho;6;1
América Central e Caribe;2;Panamá;19;Paraná;16;Aéreo;1;2024;Junho;6;1
Ásia;5;Paquistão;51;Paraná;16;Aéreo;1;2024;Junho;6;1
América do Sul;4;Paraguai;33;Paraná;16;Aéreo;1;2024;Junho;6;66
América do Sul;4;Peru;34;Paraná;16;Aéreo;1;2024;Junho;6;28
Ásia;5;República da Coreia;52;Paraná;16;Aéreo;1;2024;Junho;6;1
Europa;6;Romênia;82;Paraná;16;Aéreo;1;2024;Junho;6;1
Europa;6;Rússia;83;Paraná;16;Aéreo;1;2024;Junho;6;5
Europa;6;Suécia;85;Paraná;16;Aéreo;1;2024;Junho;6;1
Europa;6;Suíça;86;Paraná;16;Aéreo;1;2024;Junho;6;2
Ásia;5;Taiwan;55;Paraná;16;Aéreo;1;2024;Junho;6;2
Europa;6;Ucrânia;88;Paraná;16;Aéreo;1;2024;Junho;6;1
América do Sul;4;Uruguai;36;Paraná;16;Aéreo;1;2024;Junho;6;1
América do Sul;4;Venezuela;37;Paraná;16;Aéreo;1;2024;Junho;6;2
Europa;6;Alemanha;57;Paraná;16;Aéreo;1;2024;Junho;6;5
América do Sul;4;Argentina;26;Paraná;16;Aéreo;1;2024;Junho;6;342
Oceania;7;Austrália;90;Paraná;16;Aéreo;1;2024;Junho;6;11
Europa;6;Áustria;58;Paraná;16;Aéreo;1;2024;Junho;6;1
América do Sul;4;Bolívia;27;Paraná;16;Aéreo;1;2024;Junho;6;4
América do Norte;3;Canadá;23;Paraná;16;Aéreo;1;2024;Junho;6;1
América do Sul;4;Chile;28;Paraná;16;Aéreo;1;2024;Junho;6;269
Ásia;5;China;40;Paraná;16;Aéreo;1;2024;Junho;6;2
América do Sul;4;Colômbia;29;Paraná;16;Aéreo;1;2024;Junho;6;71
Europa;6;Croácia;61;Paraná;16;Aéreo;1;2024;Junho;6;1
América Central e Caribe;2;Cuba;13;Paraná;16;Aéreo;1;2024;Junho;6;4
América do Sul;4;Equador;30;Paraná;16;Aéreo;1;2024;Junho;6;7
Europa;6;Espanha;65;Paraná;16;Aéreo;1;2024;Junho;6;5
América do Norte;3;Estados Unidos;24;Paraná;16;Aéreo;1;2024;Junho;6;32
Europa;6;Estônia;66;Paraná;16;Aéreo;1;2024;Junho;6;2
Europa;6;França;68;Paraná;16;Aéreo;1;2024;Junho;6;6
América Central e Caribe;2;Haiti;16;Paraná;16;Aéreo;1;2024;Junho;6;3
Europa;6;Holanda;70;Paraná;16;Aéreo;1;2024;Junho;6;3
Ásia;5;Índia;44;Paraná;16;Aéreo;1;2024;Junho;6;2
Europa;6;Itália;73;Paraná;16;Aéreo;1;2024;Junho;6;5
Ásia;5;Japão;48;Paraná;16;Aéreo;1;2024;Junho;6;3
América do Norte;3;México;25;Paraná;16;Aéreo;1;2024;Junho;6;6
África;1;Nigéria;8;Paraná;16;Aéreo;1;2024;Junho;6;1
Oceania;7;Nova Zelândia;91;Paraná;16;Aéreo;1;2024;Junho;6;10
América do Sul;4;Paraguai;33;Paraná;16;Aéreo;1;2024;Junho;6;1
América do Sul;4;Peru;34;Paraná;16;Aéreo;1;2024;Junho;6;36
Europa;6;Polônia;78;Paraná;16;Aéreo;1;2024;Junho;6;1
Europa;6;Reino Unido;80;Paraná;16;Aéreo;1;2024;Junho;6;5
América Central e Caribe;2;República Dominicana;20;Paraná;16;Aéreo;1;2024;Junho;6;1
Europa;6;Rússia;83;Paraná;16;Aéreo;1;2024;Junho;6;1
Europa;6;Suécia;85;Paraná;16;Aéreo;1;2024;Junho;6;1
Europa;6;Ucrânia;88;Paraná;16;Aéreo;1;2024;Junho;6;2
América do Sul;4;Uruguai;36;Paraná;16;Aéreo;1;2024;Junho;6;143
